date,actual,predicted,error
2025-02-20,570.7525695382785,576.5441082952474,-5.791538756968862
2025-02-21,564.9053729279212,563.3211312205832,1.5842417073380375
2025-02-22,562.5018215454576,570.047047535124,-7.545225989666392
2025-02-23,592.0053444766579,609.7183581237041,-17.713013647046182
2025-02-24,600.6859802977618,597.987912500373,2.6980677973888305
2025-02-25,599.2861365381899,596.5882593749685,2.697877163221392
2025-02-26,597.955256318891,616.3208800588278,-18.365623739936837
2025-02-27,585.0047271790071,593.9409016385052,-8.936174459498147
2025-02-28,595.4438930358687,590.0123841186664,5.431508917202223
2025-03-01,586.3199333572002,592.6440094183741,-6.324076061173969
2025-03-02,602.5072648899628,597.146109644301,5.361155245661848
2025-03-03,585.4430995594021,580.0550870179961,5.388012541405942
2025-03-04,585.5547136198684,588.3871072545666,-2.832393634698178
2025-03-05,569.1474091097083,546.9449445834794,22.202464526228937
2025-03-06,572.3795783473179,552.3650933328721,20.014485014445768
2025-03-07,571.8308127033537,565.3212040470842,6.509608656269506
2025-03-08,560.0210177613665,548.2779860754623,11.743031685904157
2025-03-09,552.4714377677809,556.1434782365689,-3.672040468787941
