date,actual,predicted,error
2025-02-20,567.5217274621233,573.1802899492798,-5.658562487156473
2025-02-21,567.5677162633737,565.9934767435174,1.5742395198562917
2025-02-22,577.3955660807766,584.7738293583254,-7.378263277548854
2025-02-23,555.9156581499394,573.2645894430286,-17.34893129308921
2025-02-24,566.2418924140918,563.5754152464832,2.6664771676086048
2025-02-25,559.7863978014793,557.1201023827921,2.666295418687241
2025-02-26,573.0333008964136,591.0222052072781,-17.98890431086454
2025-02-27,569.1354191759635,577.8776597919982,-8.742240616034678
2025-02-28,572.6655809490603,567.3186554034231,5.346925545637191
2025-03-01,588.4444425067512,594.6252354312095,-6.180792924458274
2025-03-02,556.141346316786,550.8633968332706,5.2779494835153855
2025-03-03,575.5830974655039,570.2788280035044,5.3042694619995245
2025-03-04,573.4370384311908,576.193822351798,-2.7567839206071767
2025-03-05,565.2644789750207,543.4716949484973,21.79278402652335
2025-03-06,574.0389430149262,554.3917319134536,19.647211101472635
2025-03-07,579.7011644588757,573.2970448490017,6.404119609873987
2025-03-08,564.6834202603154,553.1473149035018,11.536105356813664
2025-03-09,565.0061453592489,568.5862945009685,-3.5801491417196303
