date,actual,predicted,error
2025-02-20,554.3221048544028,559.190008057487,-4.867903203084211
2025-02-21,557.9100490979552,556.5519958034157,1.3580532945394452
2025-02-22,554.3426163746454,560.6908216675632,-6.348205292917783
2025-02-23,560.490014738464,575.4209312470896,-14.930916508625614
2025-02-24,544.460955790497,542.1627117560695,2.298244034427512
2025-02-25,527.1844499028082,524.8863675015436,2.298082401264537
2025-02-26,521.8012820321908,537.2830732730669,-15.481791240876078
2025-02-27,489.0642703113502,496.5865880981299,-7.522317786779695
2025-02-28,470.739046568839,466.1334855591307,4.60556100970831
2025-03-01,448.6436532312761,453.96107887772575,-5.317425646449635
2025-03-02,439.79261015422816,435.24643612715937,4.546174027068787
2025-03-03,434.7070666455876,430.1382230830864,4.568843562501172
2025-03-04,438.4462027416096,440.8162711159152,-2.3700683743055606
2025-03-05,445.7478932477874,426.98583352910305,18.762059718684327
2025-03-06,444.1310396451193,427.2158712491556,16.91516839596369
2025-03-07,452.7218249249052,447.20623280935234,5.515592115552863
2025-03-08,462.6796084681241,452.7464413010784,9.933167167045724
2025-03-09,477.3048481036327,480.38366918305064,-3.078821079417935
