date,actual,predicted,error
2025-02-20,443.9421721586779,447.70587015510887,-3.763697996430949
2025-02-21,453.95893199757774,452.91421777467565,1.044714222902087
2025-02-22,462.5871506472603,467.4941062123033,-4.906955565043006
2025-02-23,434.266415221262,445.8019485600079,-11.535533338745893
2025-02-24,437.1249594291484,435.3541238117938,1.770835617354635
2025-02-25,433.1747232968685,431.40401293731327,1.7707103595552098
2025-02-26,371.5312347566264,383.49223151681315,-11.960996760186731
2025-02-27,363.76863782036094,369.5824014603897,-5.813763640028753
2025-02-28,355.1003506294507,351.54755287457397,3.5527977548767353
2025-03-01,337.37324413906106,341.48413788367276,-4.110893744611701
2025-03-02,328.7372779888266,325.2303511098768,3.5069268789497983
2025-03-03,344.3727562108667,340.84831742848553,3.5244387823811962
2025-03-04,313.74377126213045,315.5783771511889,-1.8346058890584231
2025-03-05,332.2539784705322,317.76788550948027,14.486092961051952
2025-03-06,328.0687037351157,315.008996662213,13.059707072902711
2025-03-07,347.3815299524512,343.1259013033649,4.2556286490863044
2025-03-08,350.91748806467297,343.2500920418892,7.667396022783748
2025-03-09,376.99700289010536,379.37897650177996,-2.3819736116745958
