date,Date,Open,High,Low,Close,Volume,Daily_Return,MA5,MA20,Volatility,P_E_Ratio,combined_sentiment,Sentiment_Lag1,Sentiment_Trend
2024-12-10,2024-12-10,499.9201545111988,509.6419409287692,499.9201545111988,508.4361455196796,108686,0.0,508.4361455196796,508.4361455196796,0.0,50.84361455196796,0.6081000000000001,0.0,0.0
2024-12-11,2024-12-11,511.81712454313606,525.2238728035728,501.60252109260665,516.1815644844518,106490,0.015233808675926275,512.3088550020657,512.3088550020657,0.0,51.61815644844518,0.34395,0.6081000000000001,0.0
2024-12-12,2024-12-12,527.1306672739287,527.1306672739287,505.7004518759551,520.2298804566067,125191,0.007842813945124538,514.949196820246,514.949196820246,0.005226222493863949,52.02298804566067,0.4477,0.34395,0.0
2024-12-13,2024-12-13,519.580583890023,535.4205368934561,519.580583890023,528.1415690014269,116842,0.015208062516278487,518.2472898655412,518.2472898655412,0.004259779972611279,52.81415690014269,0.41274999999999995,0.4477,0.0
2024-12-14,2024-12-14,532.8920247715798,536.5488268842048,526.5855430286765,531.5157649768714,124253,0.006388809693249842,520.9009848878073,520.9009848878073,0.0047170056552053976,53.151576497687145,-0.023399999999999976,0.41274999999999995,0.0
2024-12-15,2024-12-15,522.5656864873336,541.1854866475107,522.5656864873336,531.5272647246426,103829,2.1635760458771358e-05,525.5192087287999,522.6720315272798,0.0064449639359795575,53.15272647246426,0.15940000000000001,-0.023399999999999976,-0.7378720605163624
2024-12-16,2024-12-16,544.857576931468,550.8433653900931,534.6409986159817,545.1381696650925,117449,0.025607162310857357,531.310529764928,525.8814798326816,0.008918212197425852,54.51381696650925,-0.012749999999999997,0.15940000000000001,-1.0370693414740515
2024-12-17,2024-12-17,534.6194161277358,542.5732952249084,528.867401752176,529.2909362769304,105670,-0.029070122530399756,533.1227409289928,526.3076618882127,0.01743373022884181,52.92909362769305,-0.13795,-0.012749999999999997,-1.308130444494081
2024-12-18,2024-12-18,546.4366397820692,558.0430982874635,539.9195762445434,548.0577074364961,99665,0.03545643779878871,537.1059686160066,528.7243336157998,0.01922979874827382,54.80577074364962,0.6025,-0.13795,0.4597213809812238
2024-12-19,2024-12-19,561.7040050526779,566.8247634167578,558.1914883058665,558.8815376431297,143024,0.01974943525064421,542.5791231492583,531.7400540185328,0.0183040736359439,55.888153764312975,0.11659999999999998,0.6025,-5.982905982905987
2024-12-20,2024-12-20,543.6585519715849,563.2773355943632,543.6585519715849,553.5403769959265,113157,-0.00955687437757835,546.981745603515,533.7219015619322,0.018409475924506927,55.35403769959265,0.6291,0.11659999999999998,2.9466750313676284
2024-12-21,2024-12-21,542.4451423497655,557.7650838899675,531.7261509777506,543.5462711610448,126223,-0.018054881360452635,546.6633659027054,534.540599028525,0.019236294091115973,54.35462711610449,0.0376,0.6291,-3.949019607843138
2024-12-22,2024-12-22,551.2193447320115,566.9054933927562,551.2193447320115,558.7831673185763,116229,0.02803238098751848,552.5618121110347,536.4054119739135,0.019388389147665722,55.87831673185763,0.4033,0.0376,-3.9235230155853573
2024-12-23,2024-12-23,538.9139525036284,548.5114148770631,531.5085877321351,539.2183736129001,113943,-0.03501321236922972,550.7939453463155,536.6063378052697,0.022076592273971306,53.92183736129002,0.15379999999999996,0.4033,-0.7447302904564317
2024-12-24,2024-12-24,532.3796149208289,535.2072186946141,527.8589082886915,531.7988272927112,141707,-0.013759817326839396,545.3774032762318,536.2858371044324,0.021780203669858743,53.17988272927112,-0.2401,0.15379999999999996,-3.05917667238422
2024-12-25,2024-12-25,529.885198114633,540.9301100742207,529.7100403096995,536.2310384750068,102388,0.008334375622562451,541.9155355720478,536.2824121900933,0.0210260230027369,53.62310384750069,0.043450000000000044,-0.2401,-0.9309330790017486
2024-12-26,2024-12-26,518.7897661882383,528.2350456037883,514.6371232581778,525.7586172441884,149700,-0.01952968119973264,538.3580047886765,535.6633654285696,0.02113114281018354,52.57586172441884,0.22735,0.043450000000000044,5.04654255319149
2024-12-27,2024-12-27,530.2351990493228,536.957054624013,511.94458169321047,523.9828322874016,111391,-0.003377567002315063,531.3979377824417,535.0144469207269,0.02050651865775075,52.39828322874016,0.5433,0.22735,0.34713612695264073
2024-12-28,2024-12-28,503.7207429777236,520.4223883790946,503.0362467044271,506.9438355900623,138146,-0.032518234658485023,524.9430301778741,533.5370463243761,0.021491068712822994,50.69438355900623,0.6234999999999999,0.5433,3.0539661898569577
2024-12-29,2024-12-29,517.967920601111,529.1394684455449,503.6009084983812,514.3686655398369,127913,0.014646257491488068,521.4569978272991,532.5786272851491,0.021152114294690733,51.43686655398369,-0.18975,0.6234999999999999,-0.20970428987921702
2024-12-30,2024-12-30,492.138462244957,492.138462244957,480.998241718058,487.7430350415463,125994,-0.051763710120923956,511.75939714060706,531.5439717612425,0.023709346156334944,48.77430350415463,0.5847,-0.18975,12.456846950517825
