date,actual,predicted,error
2025-02-20,572.155550294687,577.8319151453252,-5.676364850638151
2025-02-21,565.1582891828266,563.5805451164247,1.5777440664019196
2025-02-22,561.4149332135715,568.8160518074055,-7.401118593833985
2025-02-23,546.0441430858341,563.4453094494206,-17.401166363586526
2025-02-24,558.3999109840919,555.7267104737073,2.6732005103846177
2025-02-25,568.6633594057432,565.9903505822294,2.6730088235137828
2025-02-26,559.1032975433209,577.1463132144701,-18.043015671149192
2025-02-27,592.3552805755459,601.1244132652878,-8.769132689741923
2025-02-28,570.6405841852172,565.2790397684337,5.361544416783545
2025-03-01,547.230251687754,553.4303580729214,-6.2001063851673734
2025-03-02,569.2953464042147,564.0029941793111,5.292352224903539
2025-03-03,573.1812122919204,567.862448238878,5.3187640530424005
2025-03-04,579.953905272309,582.7199427338631,-2.766037461554106
2025-03-05,568.3103144456213,546.454475745922,21.855838699699348
2025-03-06,571.6530036769826,551.9490518139163,19.703951863066322
2025-03-07,588.4726500472865,582.0507990461123,6.421851001174218
2025-03-08,592.3728499366807,580.8039108784859,11.568939058194815
2025-03-09,597.3542071621889,600.9460489357982,-3.5918417736093033
