date,Date,Open,High,Low,Close,Volume,Daily_Return,MA5,MA20,Volatility,P_E_Ratio,combined_sentiment,Sentiment_Lag1,Sentiment_Trend
2024-12-10,2024-12-10,502.1131954348055,512.1355015731766,491.3721804656051,505.7681305130994,116555,0.0,505.7681305130994,505.7681305130994,0.0,50.57681305130994,0.6081000000000001,0.0,0.0
2024-12-11,2024-12-11,518.322929764751,528.6158027454828,516.64227840001,524.8656908997173,128815,0.03775951712743053,515.3169107064083,515.3169107064083,0.0,52.48656908997173,0.34395,0.6081000000000001,0.0
2024-12-12,2024-12-12,533.8252960658683,533.8252960658683,523.5268140836254,531.468357844326,130761,0.012579726697872884,520.7007264190476,520.7007264190476,0.01780480056159634,53.1468357844326,0.4477,0.34395,0.0
2024-12-13,2024-12-13,511.9609986863546,516.7949509932422,500.51446460383954,513.1255178168041,113939,-0.03451351290587046,518.8069242684867,518.8069242684867,0.036686023525420976,51.31255178168041,0.41274999999999995,0.4477,0.0
2024-12-14,2024-12-14,492.868830965858,509.6331047643339,492.868830965858,498.8304639178526,127735,-0.027858785818667964,514.8116321983598,514.8116321983598,0.034230233105312015,49.883046391785264,-0.023399999999999976,0.41274999999999995,0.0
2024-12-15,2024-12-15,509.247224428418,522.136182299437,503.7402292060812,516.5576975214678,136378,0.035537592199931245,516.9695456000335,515.1026430855445,0.03429195599010301,51.65576975214679,0.15940000000000001,-0.023399999999999976,-0.7378720605163624
2024-12-16,2024-12-16,517.6236139534823,531.0799398742495,516.1421429923597,524.1623611773239,119191,0.014721808797631963,516.8288796555549,516.3968885272272,0.030943286947322783,52.41623611773239,-0.012749999999999997,0.15940000000000001,-1.0370693414740515
2024-12-17,2024-12-17,504.4424507301128,507.3281619359056,502.1039882306678,507.25391896373935,92410,-0.03225802435643488,511.98599187943745,515.2540173317913,0.031797454646534724,50.725391896373935,-0.13795,-0.012749999999999997,-1.308130444494081
2024-12-18,2024-12-18,508.4504779472632,517.9320574128365,508.4504779472632,517.6715744750551,128286,0.0205373583561419,512.8952032110877,515.5226347921539,0.03025019865453817,51.76715744750551,0.6025,-0.13795,0.4597213809812238
2024-12-19,2024-12-19,529.2144647568499,543.0182700371352,529.2144647568499,537.6182773105871,145171,0.03853157835787879,520.6527658896347,517.7321990439972,0.030635029519979942,53.761827731058716,0.11659999999999998,0.6025,-5.982905982905987
2024-12-20,2024-12-20,547.2565101429889,559.055220387738,543.6598362217035,545.1168813687857,111980,0.013947822041523672,526.3646026590983,520.221715618978,0.02896108594397408,54.511688136878576,0.6291,0.11659999999999998,2.9466750313676284
2024-12-21,2024-12-21,505.7700240412049,523.1675048200528,500.594842476861,514.3475190871023,125030,-0.0564454401126262,524.4016342410539,519.7321992413217,0.03363401174374056,51.43475190871024,0.0376,0.6291,-3.949019607843138
2024-12-22,2024-12-22,542.5070106376182,542.5070106376182,526.703668192497,534.8381270569071,96469,0.03983806125121947,529.9184758596875,520.8941936886745,0.03387339460257786,53.48381270569071,0.4033,0.0376,-3.9235230155853573
2024-12-23,2024-12-23,525.9472722387839,536.4873719069564,525.9472722387839,530.1923902239016,122551,-0.008686248414206954,532.4226390094567,521.5583505840478,0.03265912688553989,53.01923902239017,0.15379999999999996,0.4033,-0.7447302904564317
2024-12-24,2024-12-24,530.394370009015,538.0228782197962,521.4269484624119,535.6980156020913,128334,0.010384202941624121,532.0385866677576,522.5009949185841,0.0314223617712762,53.569801560209136,-0.2401,0.15379999999999996,-3.05917667238422
2024-12-25,2024-12-25,518.2277953758429,529.899467282791,510.1027514596609,521.3124218843717,95507,-0.026853923850270633,527.2776947708749,522.4267091039458,0.031348018397173764,52.13124218843717,0.043450000000000044,-0.2401,-0.9309330790017486
2024-12-26,2024-12-26,528.4013434045129,549.1810712847059,528.4013434045129,538.2335211230467,121726,0.03245865344530019,532.0548951780636,523.3565215756577,0.03119855108952943,53.82335211230467,0.22735,0.043450000000000044,5.04654255319149
2024-12-27,2024-12-27,530.2912474872539,538.3091411669639,519.9423656514905,528.2097117224719,94888,-0.01862353236502201,530.7292121111766,523.6261432504806,0.030717664155284714,52.82097117224719,0.5433,0.22735,0.34713612695264073
2024-12-28,2024-12-28,535.4566792356046,535.4566792356046,517.9076722890771,531.2609380123539,125998,0.005776543335282769,530.9429216688671,524.0279745537371,0.02980767926511748,53.12609380123539,0.6234999999999999,0.5433,3.0539661898569577
2024-12-29,2024-12-29,519.7896033298667,525.399184452753,519.7896033298667,524.4405351577868,146643,-0.012838141046252582,528.6914255800062,524.0486025839396,0.02919936559726423,52.444053515778684,-0.18975,0.6234999999999999,-0.20970428987921702
2024-12-30,2024-12-30,522.2726997144754,536.7076379569116,519.8285062560502,527.9648912396087,86460,0.006720220588520176,530.0219194510536,525.1584406202651,0.028437636547293067,52.796489123960875,0.5847,-0.18975,12.456846950517825
2024-12-31,2024-12-31,517.2176045800115,532.4935687649473,516.1746993400352,525.897605091636,95302,-0.003915575035906116,527.5547362447714,525.2100363298609,0.02722165490456078,52.589760509163604,-0.22135000000000002,0.5847,-1.9736089729491972
2025-01-01,2025-01-01,522.8954161674701,522.8954161674701,515.0982342776014,518.196004048205,122127,-0.014644677916129667,525.5519947099181,524.5464186400549,0.02726393606342783,51.819600404820505,0.1866,-0.22135000000000002,-0.6565433462175594
2025-01-02,2025-01-02,504.9242600185792,517.102587342848,501.0968320592539,514.0329632161449,130097,-0.008033718514882326,522.1063997506762,524.591790910022,0.02616704635171888,51.4032963216145,0.037849999999999995,0.1866,-0.9392943063352046
2025-01-03,2025-01-03,522.8467867014763,532.9246667391025,516.2497312427178,525.0467155250127,149418,0.021426159598711525,522.2276358241215,525.90260349038,0.025680429144631565,52.50467155250127,0.0,0.037849999999999995,-1.0
2025-01-04,2025-01-04,527.6427159023477,539.1875338001348,527.6427159023477,528.0790051080638,147190,0.0057752757866869064,522.2504585978124,526.4786688697097,0.024524661611317434,52.807900510806384,0.7247,0.0,0.23943902856165558
2025-01-05,2025-01-05,514.6403595290726,517.9633461791633,514.0652124732192,516.5968350250043,117157,-0.02174328078184029,520.3903045844862,526.1003925620938,0.02483494464846558,51.659683502500435,0.24835000000000002,0.7247,-2.121978766659137
2025-01-06,2025-01-06,510.8236464253021,512.062743638377,499.9386869821,509.30376384514415,120833,-0.014117529735750645,518.611856543874,526.202884806164,0.023926060652615246,50.93037638451442,0.23695,0.24835000000000002,0.269828510182208
2025-01-07,2025-01-07,531.1182915376464,531.1182915376464,512.8617410495235,522.754711148953,141187,0.02641046121916868,520.3562061304356,526.457041639859,0.02421950071668545,52.2754711148953,0.5791,0.23695,14.2998678996037
2025-01-08,2025-01-08,530.203980546091,539.546284041818,512.4433841761755,524.5506883235772,86308,0.0034356020831967093,520.2570006901485,525.8036621905085,0.0225535225529672,52.455068832357725,-0.4487,0.5791,0.0
2025-01-09,2025-01-09,498.3807765826054,512.5744278299562,498.3807765826054,503.0609530676381,100173,-0.040967890681105845,515.2533902820634,523.7008657754511,0.023939905238934897,50.30609530676381,0.36800000000000005,-0.4487,-0.4922036704843383
2025-01-10,2025-01-10,492.3524171459664,506.2606157885203,491.67583496146153,500.1491939393479,127162,-0.005788084148718786,511.9638620649321,522.9909495180634,0.02050224471293259,50.0149193939348,-0.3373,0.36800000000000005,-2.358163881618683
2025-01-11,2025-01-11,460.21168322978434,472.6357463622642,460.21168322978434,468.8138405003165,147540,-0.06265201227702355,503.86587739596655,519.6897351902338,0.02242372359766693,46.88138405003165,0.42669999999999997,-0.3373,0.800801856931842
