date,Date,Open,High,Low,Close,Volume,Daily_Return,MA5,MA20,Volatility,P_E_Ratio,combined_sentiment,Sentiment_Lag1,Sentiment_Trend
2024-12-10,2024-12-10,455.0105287647907,463.562568572586,455.0105287647907,463.2859710142271,101987,0.0,463.2859710142271,463.2859710142271,0.0,46.32859710142271,0.6081000000000001,0.0,0.0
2024-12-11,2024-12-11,472.2401283162303,479.5070277142098,453.2948840415627,468.02464538038,98343,0.01022840030268779,465.6553081973035,465.6553081973035,0.0,46.802464538038,0.34395,0.6081000000000001,0.0
2024-12-12,2024-12-12,504.9587850081219,505.4059587169018,501.2097057409631,504.96764206056105,145201,0.07893387035239607,478.759419485056,478.759419485056,0.04858210377675797,50.496764206056106,0.4477,0.34395,0.0
2024-12-13,2024-12-13,484.1774233621228,502.6992878510545,484.1774233621228,488.40423086953695,131161,-0.032800935765776584,481.1706223311763,481.1706223311763,0.05635694614909187,48.8404230869537,0.41274999999999995,0.4477,0.0
2024-12-14,2024-12-14,528.0681669899403,531.0352701302415,513.5472658033394,525.6587476052746,124430,0.0762780385202868,490.0682473859959,490.0682473859959,0.054255923684427984,52.565874760527464,-0.023399999999999976,0.41274999999999995,0.0
2024-12-15,2024-12-15,530.6533566404853,540.990503281998,521.2331373001481,532.0997063486643,98329,0.012253118154568199,503.8309944528834,497.0734905464407,0.04790821613082013,53.20997063486644,0.15940000000000001,-0.023399999999999976,-0.7378720605163624
2024-12-16,2024-12-16,516.4955657801024,534.1700546197208,516.4955657801024,524.6683829984578,125745,-0.013966035428211732,515.1597419764989,501.015618039586,0.046298271040171465,52.46683829984578,-0.012749999999999997,0.15940000000000001,-1.0370693414740515
2024-12-17,2024-12-17,532.9598311174817,532.9598311174817,519.2769127034383,526.3933555950481,126483,0.0032877387936589564,519.4448846833964,504.18783523401873,0.04284091671212625,52.639335559504815,-0.13795,-0.012749999999999997,-1.308130444494081
2024-12-18,2024-12-18,502.5802745130144,516.6563672048021,497.4899236808935,508.1991631629925,117432,-0.034563871748511055,523.4038711420875,504.63353833723806,0.04397857067794725,50.81991631629925,0.6025,-0.13795,0.4597213809812238
2024-12-19,2024-12-19,511.5512795825194,511.5512795825194,496.8063300184795,508.4356610645302,125959,0.0004653646024637137,519.9592538339386,505.01375060996725,0.04133190239131615,50.843566106453025,0.11659999999999998,0.6025,-5.982905982905987
2024-12-20,2024-12-20,479.442233587272,490.86574234618746,472.6508376694283,481.3606675929882,100468,-0.05325156267531295,509.8114460828033,502.8634703356965,0.04396513389449572,48.13606675929882,0.6291,0.11659999999999998,2.9466750313676284
2024-12-21,2024-12-21,469.4488537451964,478.535769980246,469.4170316933392,474.6973165471509,135149,-0.013842740993270097,499.8172327925419,500.5162908533177,0.04208148611849459,47.46973165471509,0.0376,0.6291,-3.949019607843138
2024-12-22,2024-12-22,460.4975952022335,476.586173941099,455.9606710791887,465.80065703460775,149800,-0.018741752275440615,487.6986930804539,497.84585748264766,0.04061113152397766,46.580065703460775,0.4033,0.0376,-3.9235230155853573
2024-12-23,2024-12-23,418.50452332543495,439.04834293159007,418.50452332543495,426.8230904097973,143754,-0.08367864243247414,471.4234785298148,492.7728026917298,0.04545192780688349,42.68230904097973,0.15379999999999996,0.4033,-0.7447302904564317
2024-12-24,2024-12-24,445.3647159060328,452.7760835469107,424.7376266386355,439.6522033071421,110774,0.030057213833083463,457.6667869783372,489.2314293994239,0.04468168801366285,43.96522033071421,-0.2401,0.15379999999999996,-3.05917667238422
2024-12-25,2024-12-25,427.8514958160168,432.6872409209034,412.2079140090333,423.3917795699716,133083,-0.036984742973779405,446.07300937373395,485.11645128508314,0.04395121985015302,42.33917795699716,0.043450000000000044,-0.2401,-0.9309330790017486
2024-12-26,2024-12-26,424.7061423308306,424.7061423308306,402.9385117815483,416.2839581051459,103080,-0.016787811686010845,434.390337685333,481.067481098028,0.042561529458966886,41.6283958105146,0.22735,0.043450000000000044,5.04654255319149
2024-12-27,2024-12-27,399.6337919720637,416.1323436882827,399.6337919720637,404.6479027089864,143211,-0.027952207068283053,422.1597868202087,476.82194896530353,0.04155816131222387,40.464790270898646,0.5433,0.22735,0.34713612695264073
2024-12-28,2024-12-28,421.4743682863733,431.3035827534097,414.42353932272175,420.8368260877243,96522,0.04000743182000521,420.9625339557941,473.87536355069403,0.04181966723318635,42.083682608772435,0.6234999999999999,0.5433,3.0539661898569577
2024-12-29,2024-12-29,396.4159227635584,416.7208268509758,396.4159227635584,404.8745207602061,109029,-0.03792991567755721,414.0069974464069,470.42532141116965,0.04135857424752939,40.48745207602062,-0.18975,0.6234999999999999,-0.20970428987921702
2024-12-30,2024-12-30,410.9254510644213,417.57711643807954,392.1196740447666,403.5523244495575,140130,-0.0032656940430976222,410.03910642232404,467.43863908293616,0.04026105746385879,40.35523244495575,0.5847,-0.18975,12.456846950517825
2024-12-31,2024-12-31,454.6419274206581,459.1852081026415,436.5044693467455,445.7389295062829,134058,0.1045381292606049,415.9301007025515,466.3243532892313,0.04720056164198996,44.57389295062829,-0.22135000000000002,0.5847,-1.9736089729491972
2025-01-01,2025-01-01,419.6312825134869,438.4719741986682,409.34205945422747,423.712559255924,84322,-0.0494154061767863,419.74303201193896,462.26159914899944,0.04434253325738494,42.37125592559241,0.1866,-0.22135000000000002,-0.6565433462175594
2025-01-02,2025-01-02,444.4559771218422,463.5303351025896,444.4559771218422,454.4178626649332,99364,0.07246729590203871,426.45923932738077,460.5622807387693,0.04736519080812244,45.441786266493324,0.037849999999999995,0.1866,-0.9392943063352046
2025-01-03,2025-01-03,481.4167659295285,485.44692571978544,471.96113603231686,473.3228491677108,105257,0.041602648258387775,440.1489050088817,457.94548581689105,0.04489821935570679,47.33228491677108,0.0,0.037849999999999995,-1.0
2025-01-04,2025-01-04,499.1156283150608,507.8457563639254,494.67062484421547,502.7326662279576,110252,0.0621347925881055,459.98497336456165,456.4771338108558,0.04719212107734022,50.27326662279577,0.7247,0.0,0.23943902856165558
2025-01-05,2025-01-05,508.3970289942002,530.4417469228927,508.3970289942002,517.8066365796767,119013,0.0299840678045058,474.3985147792405,456.1340464899167,0.04761671057421884,51.78066365796767,0.24835000000000002,0.7247,-2.121978766659137
2025-01-06,2025-01-06,496.7856498505567,503.5083641502276,489.9430847905701,503.0493203639346,122397,-0.02849966603985643,490.26586700084255,454.96684472836097,0.04804406716225815,50.30493203639347,0.23695,0.24835000000000002,0.269828510182208
2025-01-07,2025-01-07,530.5056863638765,536.0558468571858,520.4979413176045,531.4909346731333,87381,0.056538421100782665,505.68048140248254,456.1314333038681,0.04902141700152538,53.149093467313335,0.5791,0.23695,14.2998678996037
2025-01-08,2025-01-08,521.0375474297841,535.7641717749837,515.2024286653583,524.9210439133667,87851,-0.012361247071517978,516.0001203516138,456.9557024463099,0.04914519535714258,52.492104391336674,-0.4487,0.5791,0.0
